first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_newly_tested,weekly_cases,weekly_deceased
10/05/2020,16/05/2020,35-39,נקבה,1815,1321,0,0
10/05/2020,16/05/2020,35-39,לא ידוע,15,15,0,0
10/05/2020,16/05/2020,40-44,לא ידוע,0,0,0,0
10/05/2020,16/05/2020,40-44,זכר,1308,941,0,0
10/05/2020,16/05/2020,40-44,נקבה,1958,1357,0,0
10/05/2020,16/05/2020,45-49,נקבה,1564,928,0,0
10/05/2020,16/05/2020,45-49,לא ידוע,0,0,0,0
10/05/2020,16/05/2020,45-49,זכר,1244,856,0,0
10/05/2020,16/05/2020,50-54,לא ידוע,0,0,0,0
10/05/2020,16/05/2020,50-54,נקבה,1324,791,0,0
10/05/2020,16/05/2020,50-54,זכר,1001,683,0,0
10/05/2020,16/05/2020,55-59,נקבה,1257,683,0,0
10/05/2020,16/05/2020,55-59,זכר,892,553,0,0
10/05/2020,16/05/2020,55-59,לא ידוע,0,0,0,0
10/05/2020,16/05/2020,60-64,נקבה,1185,705,0,0
10/05/2020,16/05/2020,60-64,זכר,913,540,0,0
10/05/2020,16/05/2020,60-64,לא ידוע,0,0,0,0
10/05/2020,16/05/2020,65-69,נקבה,1135,671,0,0
10/05/2020,16/05/2020,65-69,זכר,967,542,0,0
10/05/2020,16/05/2020,65-69,לא ידוע,0,0,0,0
10/05/2020,16/05/2020,70-74,זכר,1056,583,0,0
10/05/2020,16/05/2020,70-74,נקבה,1166,699,0,0
10/05/2020,16/05/2020,70-74,לא ידוע,0,0,0,0
10/05/2020,16/05/2020,75-79,נקבה,883,478,0,0
10/05/2020,16/05/2020,75-79,זכר,699,344,0,0
10/05/2020,16/05/2020,75-79,לא ידוע,0,0,0,0
10/05/2020,16/05/2020,80+,לא ידוע,0,0,0,0
10/05/2020,16/05/2020,80+,נקבה,4921,2496,0,0
10/05/2020,16/05/2020,80+,זכר,2189,1069,0,0
10/05/2020,16/05/2020,NULL,נקבה,768,613,0,0
10/05/2020,16/05/2020,NULL,לא ידוע,87,84,0,0
10/05/2020,16/05/2020,NULL,זכר,749,550,0,0
17/05/2020,23/05/2020,0-19,נקבה,2239,1547,24,0
17/05/2020,23/05/2020,0-19,לא ידוע,52,36,0,0
17/05/2020,23/05/2020,0-19,זכר,2727,1926,15,0
17/05/2020,23/05/2020,20-24,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,20-24,זכר,1278,789,0,0
17/05/2020,23/05/2020,20-24,נקבה,1362,879,0,0
17/05/2020,23/05/2020,25-29,נקבה,1671,1174,0,0
17/05/2020,23/05/2020,25-29,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,25-29,זכר,1266,802,0,0
17/05/2020,23/05/2020,30-34,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,30-34,נקבה,1737,1233,0,0
17/05/2020,23/05/2020,30-34,זכר,1300,893,0,0
17/05/2020,23/05/2020,35-39,זכר,1294,937,0,0
17/05/2020,23/05/2020,35-39,נקבה,1681,1201,0,0
17/05/2020,23/05/2020,35-39,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,40-44,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,40-44,זכר,1038,732,0,0
17/05/2020,23/05/2020,40-44,נקבה,1547,995,0,0
17/05/2020,23/05/2020,45-49,נקבה,1154,648,0,0
17/05/2020,23/05/2020,45-49,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,45-49,זכר,930,589,0,0
17/05/2020,23/05/2020,50-54,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,50-54,נקבה,1025,578,0,0
17/05/2020,23/05/2020,50-54,זכר,753,429,0,0
17/05/2020,23/05/2020,55-59,נקבה,1075,594,0,0
17/05/2020,23/05/2020,55-59,זכר,793,447,0,0
17/05/2020,23/05/2020,55-59,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,60-64,נקבה,920,551,0,0
17/05/2020,23/05/2020,60-64,זכר,694,359,0,0
17/05/2020,23/05/2020,60-64,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,65-69,נקבה,779,457,0,0
17/05/2020,23/05/2020,65-69,זכר,708,344,0,0
17/05/2020,23/05/2020,65-69,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,70-74,זכר,779,381,0,0
17/05/2020,23/05/2020,70-74,נקבה,790,474,0,0
17/05/2020,23/05/2020,70-74,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,75-79,נקבה,649,313,0,0
17/05/2020,23/05/2020,75-79,זכר,479,244,0,0
17/05/2020,23/05/2020,75-79,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,80+,לא ידוע,0,0,0,0
17/05/2020,23/05/2020,80+,נקבה,3553,1471,0,0
17/05/2020,23/05/2020,80+,זכר,1687,808,0,0
17/05/2020,23/05/2020,NULL,נקבה,598,452,0,0
17/05/2020,23/05/2020,NULL,לא ידוע,89,79,0,0
17/05/2020,23/05/2020,NULL,זכר,600,446,0,0
24/05/2020,30/05/2020,0-19,נקבה,2278,1834,62,0
24/05/2020,30/05/2020,0-19,לא ידוע,131,120,0,0
24/05/2020,30/05/2020,0-19,זכר,2547,2062,78,0
24/05/2020,30/05/2020,20-24,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,20-24,זכר,825,508,0,0
24/05/2020,30/05/2020,20-24,נקבה,860,587,0,0
24/05/2020,30/05/2020,25-29,נקבה,1273,946,0,0
24/05/2020,30/05/2020,25-29,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,25-29,זכר,860,583,0,0
24/05/2020,30/05/2020,30-34,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,30-34,נקבה,1522,1165,0,0
24/05/2020,30/05/2020,30-34,זכר,1047,763,0,0
24/05/2020,30/05/2020,35-39,זכר,994,722,0,0
24/05/2020,30/05/2020,35-39,נקבה,1510,1193,0,0
24/05/2020,30/05/2020,35-39,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,40-44,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,40-44,זכר,773,560,0,0
24/05/2020,30/05/2020,40-44,נקבה,1301,894,0,0
24/05/2020,30/05/2020,45-49,נקבה,860,535,0,0
24/05/2020,30/05/2020,45-49,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,45-49,זכר,641,423,0,0
24/05/2020,30/05/2020,50-54,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,50-54,נקבה,738,410,0,0
24/05/2020,30/05/2020,50-54,זכר,511,351,0,0
24/05/2020,30/05/2020,55-59,נקבה,661,376,0,0
24/05/2020,30/05/2020,55-59,זכר,459,295,0,0
24/05/2020,30/05/2020,55-59,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,60-64,נקבה,674,424,0,0
24/05/2020,30/05/2020,60-64,זכר,479,255,0,0
24/05/2020,30/05/2020,60-64,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,65-69,נקבה,641,409,0,0
24/05/2020,30/05/2020,65-69,זכר,481,261,0,0
24/05/2020,30/05/2020,65-69,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,70-74,זכר,594,368,0,0
24/05/2020,30/05/2020,70-74,נקבה,817,583,0,0
24/05/2020,30/05/2020,70-74,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,75-79,נקבה,725,475,0,0
24/05/2020,30/05/2020,75-79,זכר,442,268,0,0
24/05/2020,30/05/2020,75-79,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,80+,לא ידוע,0,0,0,0
24/05/2020,30/05/2020,80+,נקבה,3550,1893,0,0
24/05/2020,30/05/2020,80+,זכר,1689,928,0,0
24/05/2020,30/05/2020,NULL,נקבה,476,357,0,0
24/05/2020,30/05/2020,NULL,לא ידוע,58,46,0,0
24/05/2020,30/05/2020,NULL,זכר,509,364,0,0
31/05/2020,06/06/2020,0-19,נקבה,12530,11406,120,0
31/05/2020,06/06/2020,0-19,לא ידוע,939,915,0,0
31/05/2020,06/06/2020,0-19,זכר,13029,11788,114,0
31/05/2020,06/06/2020,20-24,לא ידוע,54,49,0,0
31/05/2020,06/06/2020,20-24,זכר,1659,1208,20,0
31/05/2020,06/06/2020,20-24,נקבה,2210,1714,25,0
31/05/2020,06/06/2020,25-29,נקבה,2994,2299,22,0
31/05/2020,06/06/2020,25-29,לא ידוע,92,86,0,0
31/05/2020,06/06/2020,25-29,זכר,1835,1354,25,0
31/05/2020,06/06/2020,30-34,לא ידוע,162,155,0,0
31/05/2020,06/06/2020,30-34,נקבה,3379,2691,38,0
31/05/2020,06/06/2020,30-34,זכר,2330,1764,36,0
31/05/2020,06/06/2020,35-39,זכר,2278,1733,25,0
31/05/2020,06/06/2020,35-39,נקבה,3385,2648,31,0
31/05/2020,06/06/2020,35-39,לא ידוע,124,119,0,0
31/05/2020,06/06/2020,40-44,לא ידוע,121,113,0,0
31/05/2020,06/06/2020,40-44,זכר,2034,1536,28,0
31/05/2020,06/06/2020,40-44,נקבה,3258,2444,25,0
31/05/2020,06/06/2020,45-49,נקבה,2599,1857,19,0
31/05/2020,06/06/2020,45-49,לא ידוע,81,78,0,0
31/05/2020,06/06/2020,45-49,זכר,1757,1217,22,0
31/05/2020,06/06/2020,50-54,לא ידוע,68,65,0,0
31/05/2020,06/06/2020,50-54,נקבה,2059,1414,15,0
31/05/2020,06/06/2020,50-54,זכר,1403,933,20,0
31/05/2020,06/06/2020,55-59,נקבה,1799,1174,20,0
31/05/2020,06/06/2020,55-59,זכר,1194,746,16,0
31/05/2020,06/06/2020,55-59,לא ידוע,43,43,0,0
31/05/2020,06/06/2020,60-64,נקבה,1622,1053,0,0
31/05/2020,06/06/2020,60-64,זכר,1094,600,0,0
31/05/2020,06/06/2020,60-64,לא ידוע,46,44,0,0
31/05/2020,06/06/2020,65-69,נקבה,1314,828,0,0
31/05/2020,06/06/2020,65-69,זכר,1113,624,0,0
31/05/2020,06/06/2020,65-69,לא ידוע,76,76,0,0
31/05/2020,06/06/2020,70-74,זכר,1082,609,0,0
31/05/2020,06/06/2020,70-74,נקבה,1187,768,0,0
31/05/2020,06/06/2020,70-74,לא ידוע,143,137,0,0
31/05/2020,06/06/2020,75-79,נקבה,942,580,0,0
31/05/2020,06/06/2020,75-79,זכר,648,342,0,0
31/05/2020,06/06/2020,75-79,לא ידוע,99,98,0,0
31/05/2020,06/06/2020,80+,לא ידוע,321,313,0,0
31/05/2020,06/06/2020,80+,נקבה,3881,1864,0,0
31/05/2020,06/06/2020,80+,זכר,1943,951,0,0
31/05/2020,06/06/2020,NULL,נקבה,1136,987,0,0
31/05/2020,06/06/2020,NULL,לא ידוע,549,519,0,0
31/05/2020,06/06/2020,NULL,זכר,1057,907,19,0
07/06/2020,13/06/2020,0-19,נקבה,15203,13629,176,0
07/06/2020,13/06/2020,0-19,לא ידוע,664,611,0,0
07/06/2020,13/06/2020,0-19,זכר,16675,15038,220,0
07/06/2020,13/06/2020,20-24,לא ידוע,44,44,0,0
07/06/2020,13/06/2020,20-24,זכר,2361,1913,47,0
07/06/2020,13/06/2020,20-24,נקבה,3220,2676,55,0
07/06/2020,13/06/2020,25-29,נקבה,3944,3146,46,0
07/06/2020,13/06/2020,25-29,לא ידוע,70,62,0,0
07/06/2020,13/06/2020,25-29,זכר,2591,1984,49,0
07/06/2020,13/06/2020,30-34,לא ידוע,86,76,0,0
07/06/2020,13/06/2020,30-34,נקבה,4564,3650,49,0
07/06/2020,13/06/2020,30-34,זכר,3155,2483,61,0
07/06/2020,13/06/2020,35-39,זכר,3103,2452,41,0
07/06/2020,13/06/2020,35-39,נקבה,4435,3528,41,0
07/06/2020,13/06/2020,35-39,לא ידוע,79,67,0,0
07/06/2020,13/06/2020,40-44,לא ידוע,71,62,0,0
07/06/2020,13/06/2020,40-44,זכר,2607,1960,47,0
07/06/2020,13/06/2020,40-44,נקבה,3962,2961,45,0
07/06/2020,13/06/2020,45-49,נקבה,3200,2334,49,0
07/06/2020,13/06/2020,45-49,לא ידוע,60,55,0,0
07/06/2020,13/06/2020,45-49,זכר,2140,1553,32,0
07/06/2020,13/06/2020,50-54,לא ידוע,41,38,0,0
07/06/2020,13/06/2020,50-54,נקבה,2421,1720,33,0
07/06/2020,13/06/2020,50-54,זכר,1598,1069,39,0
07/06/2020,13/06/2020,55-59,נקבה,2282,1587,25,0
07/06/2020,13/06/2020,55-59,זכר,1359,842,21,0
07/06/2020,13/06/2020,55-59,לא ידוע,29,28,0,0
07/06/2020,13/06/2020,60-64,נקבה,2099,1380,19,0
07/06/2020,13/06/2020,60-64,זכר,1412,870,19,0
07/06/2020,13/06/2020,60-64,לא ידוע,31,26,0,0
07/06/2020,13/06/2020,65-69,נקבה,1565,1080,0,0
07/06/2020,13/06/2020,65-69,זכר,1201,761,18,0
07/06/2020,13/06/2020,65-69,לא ידוע,29,28,0,0
07/06/2020,13/06/2020,70-74,זכר,1103,655,0,0
07/06/2020,13/06/2020,70-74,נקבה,1526,1039,0,0
07/06/2020,13/06/2020,70-74,לא ידוע,27,24,0,0
07/06/2020,13/06/2020,75-79,נקבה,1094,684,0,0
07/06/2020,13/06/2020,75-79,זכר,688,434,0,0
07/06/2020,13/06/2020,75-79,לא ידוע,0,0,0,0
07/06/2020,13/06/2020,80+,לא ידוע,54,34,0,0
07/06/2020,13/06/2020,80+,נקבה,4092,2368,0,0
07/06/2020,13/06/2020,80+,זכר,1971,1111,0,0
07/06/2020,13/06/2020,NULL,נקבה,1005,872,0,0
07/06/2020,13/06/2020,NULL,לא ידוע,339,269,18,0
07/06/2020,13/06/2020,NULL,זכר,1006,811,25,0
14/06/2020,20/06/2020,0-19,נקבה,12248,11019,191,0
14/06/2020,20/06/2020,0-19,לא ידוע,608,559,0,0
14/06/2020,20/06/2020,0-19,זכר,12686,11258,231,0
14/06/2020,20/06/2020,20-24,לא ידוע,0,0,0,0
14/06/2020,20/06/2020,20-24,זכר,2639,2098,71,0
14/06/2020,20/06/2020,20-24,נקבה,3105,2513,72,0
14/06/2020,20/06/2020,25-29,נקבה,3845,2847,76,0
14/06/2020,20/06/2020,25-29,לא ידוע,0,0,0,0
14/06/2020,20/06/2020,25-29,זכר,2873,2128,73,0
14/06/2020,20/06/2020,30-34,לא ידוע,25,0,0,0
14/06/2020,20/06/2020,30-34,נקבה,4057,2985,62,0
14/06/2020,20/06/2020,30-34,זכר,2998,2165,86,0
14/06/2020,20/06/2020,35-39,זכר,2910,2082,60,0
14/06/2020,20/06/2020,35-39,נקבה,3917,2825,60,0
14/06/2020,20/06/2020,35-39,לא ידוע,0,0,0,0
14/06/2020,20/06/2020,40-44,לא ידוע,16,0,0,0
14/06/2020,20/06/2020,40-44,זכר,2530,1831,53,0
14/06/2020,20/06/2020,40-44,נקבה,3780,2631,59,0
14/06/2020,20/06/2020,45-49,נקבה,3040,2010,43,0
14/06/2020,20/06/2020,45-49,לא ידוע,0,0,0,0
14/06/2020,20/06/2020,45-49,זכר,2174,1435,64,0
14/06/2020,20/06/2020,50-54,לא ידוע,0,0,0,0
14/06/2020,20/06/2020,50-54,נקבה,2615,1626,47,0
14/06/2020,20/06/2020,50-54,זכר,1654,1040,44,0
14/06/2020,20/06/2020,55-59,נקבה,2366,1382,35,0
14/06/2020,20/06/2020,55-59,זכר,1522,898,29,0
14/06/2020,20/06/2020,55-59,לא ידוע,0,0,0,0
14/06/2020,20/06/2020,60-64,נקבה,2049,1215,27,0
14/06/2020,20/06/2020,60-64,זכר,1449,859,40,0
14/06/2020,20/06/2020,60-64,לא ידוע,0,0,0,0
14/06/2020,20/06/2020,65-69,נקבה,1656,965,27,0
14/06/2020,20/06/2020,65-69,זכר,1319,731,20,0
14/06/2020,20/06/2020,65-69,לא ידוע,0,0,0,0
14/06/2020,20/06/2020,70-74,זכר,1210,621,32,0
14/06/2020,20/06/2020,70-74,נקבה,1486,785,24,0
14/06/2020,20/06/2020,70-74,לא ידוע,0,0,0,0
14/06/2020,20/06/2020,75-79,נקבה,993,415,15,0
14/06/2020,20/06/2020,75-79,זכר,753,329,0,0
14/06/2020,20/06/2020,75-79,לא ידוע,0,0,0,0
14/06/2020,20/06/2020,80+,לא ידוע,30,0,0,0
14/06/2020,20/06/2020,80+,נקבה,4959,1232,36,0
14/06/2020,20/06/2020,80+,זכר,2258,618,0,0
14/06/2020,20/06/2020,NULL,נקבה,847,693,16,0
14/06/2020,20/06/2020,NULL,לא ידוע,231,187,32,0
14/06/2020,20/06/2020,NULL,זכר,806,629,22,0
21/06/2020,27/06/2020,0-19,נקבה,14794,13005,347,0
21/06/2020,27/06/2020,0-19,לא ידוע,640,550,0,0
21/06/2020,27/06/2020,0-19,זכר,16094,14134,445,0
21/06/2020,27/06/2020,20-24,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,20-24,זכר,3663,2957,184,0
21/06/2020,27/06/2020,20-24,נקבה,3848,3008,132,0
21/06/2020,27/06/2020,25-29,נקבה,4402,3163,131,0
21/06/2020,27/06/2020,25-29,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,25-29,זכר,3410,2451,132,0
21/06/2020,27/06/2020,30-34,לא ידוע,16,0,0,0
21/06/2020,27/06/2020,30-34,נקבה,4560,3169,77,0
21/06/2020,27/06/2020,30-34,זכר,3650,2540,112,0
21/06/2020,27/06/2020,35-39,זכר,3530,2538,101,0
21/06/2020,27/06/2020,35-39,נקבה,4396,3062,99,0
21/06/2020,27/06/2020,35-39,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,40-44,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,40-44,זכר,2900,2061,97,0
21/06/2020,27/06/2020,40-44,נקבה,4291,2898,107,0
21/06/2020,27/06/2020,45-49,נקבה,3458,2308,76,0
21/06/2020,27/06/2020,45-49,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,45-49,זכר,2598,1835,80,0
21/06/2020,27/06/2020,50-54,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,50-54,נקבה,2906,1881,95,0
21/06/2020,27/06/2020,50-54,זכר,1983,1327,72,0
21/06/2020,27/06/2020,55-59,נקבה,2516,1587,64,0
21/06/2020,27/06/2020,55-59,זכר,1768,1177,68,0
21/06/2020,27/06/2020,55-59,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,60-64,נקבה,2214,1382,50,0
21/06/2020,27/06/2020,60-64,זכר,1738,1124,49,0
21/06/2020,27/06/2020,60-64,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,65-69,נקבה,1773,1092,28,0
21/06/2020,27/06/2020,65-69,זכר,1598,961,44,0
21/06/2020,27/06/2020,65-69,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,70-74,זכר,1407,755,32,0
21/06/2020,27/06/2020,70-74,נקבה,1500,797,21,0
21/06/2020,27/06/2020,70-74,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,75-79,נקבה,1080,440,16,0
21/06/2020,27/06/2020,75-79,זכר,889,419,21,0
21/06/2020,27/06/2020,75-79,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,80+,לא ידוע,0,0,0,0
21/06/2020,27/06/2020,80+,נקבה,5164,862,37,0
21/06/2020,27/06/2020,80+,זכר,2327,635,36,0
21/06/2020,27/06/2020,NULL,נקבה,765,553,19,0
21/06/2020,27/06/2020,NULL,לא ידוע,265,196,20,0
21/06/2020,27/06/2020,NULL,זכר,858,593,21,0
28/06/2020,04/07/2020,0-19,נקבה,17343,15042,627,0
28/06/2020,04/07/2020,0-19,לא ידוע,950,898,17,0
28/06/2020,04/07/2020,0-19,זכר,19821,16921,900,0
28/06/2020,04/07/2020,20-24,לא ידוע,0,0,0,0
28/06/2020,04/07/2020,20-24,זכר,5294,4063,373,0
28/06/2020,04/07/2020,20-24,נקבה,5400,4068,322,0
28/06/2020,04/07/2020,25-29,נקבה,6209,4333,285,0
28/06/2020,04/07/2020,25-29,לא ידוע,26,18,0,0
28/06/2020,04/07/2020,25-29,זכר,5032,3503,360,0
28/06/2020,04/07/2020,30-34,לא ידוע,44,31,0,0
28/06/2020,04/07/2020,30-34,נקבה,5795,4008,214,0
28/06/2020,04/07/2020,30-34,זכר,5054,3534,279,0
28/06/2020,04/07/2020,35-39,זכר,4651,3251,228,0
28/06/2020,04/07/2020,35-39,נקבה,5610,3789,209,0
28/06/2020,04/07/2020,35-39,לא ידוע,26,21,0,0
28/06/2020,04/07/2020,40-44,לא ידוע,16,0,0,0
28/06/2020,04/07/2020,40-44,זכר,4012,2782,183,0
28/06/2020,04/07/2020,40-44,נקבה,5104,3269,155,0
28/06/2020,04/07/2020,45-49,נקבה,4657,3047,167,0
28/06/2020,04/07/2020,45-49,לא ידוע,16,0,0,0
28/06/2020,04/07/2020,45-49,זכר,3636,2495,206,0
28/06/2020,04/07/2020,50-54,לא ידוע,0,0,0,0
28/06/2020,04/07/2020,50-54,נקבה,3992,2456,157,0
28/06/2020,04/07/2020,50-54,זכר,2976,1983,165,0
28/06/2020,04/07/2020,55-59,נקבה,3401,2009,114,0
28/06/2020,04/07/2020,55-59,זכר,2572,1648,117,0
28/06/2020,04/07/2020,55-59,לא ידוע,0,0,0,0
28/06/2020,04/07/2020,60-64,נקבה,2873,1679,84,0
28/06/2020,04/07/2020,60-64,זכר,2448,1528,108,0
28/06/2020,04/07/2020,60-64,לא ידוע,0,0,0,0
28/06/2020,04/07/2020,65-69,נקבה,2176,1306,77,0
28/06/2020,04/07/2020,65-69,זכר,2046,1262,78,0
28/06/2020,04/07/2020,65-69,לא ידוע,0,0,0,0
28/06/2020,04/07/2020,70-74,זכר,1687,933,56,0
28/06/2020,04/07/2020,70-74,נקבה,1831,958,49,0
28/06/2020,04/07/2020,70-74,לא ידוע,0,0,0,0
28/06/2020,04/07/2020,75-79,נקבה,1226,576,27,0
28/06/2020,04/07/2020,75-79,זכר,1046,502,26,0
28/06/2020,04/07/2020,75-79,לא ידוע,0,0,0,0
28/06/2020,04/07/2020,80+,לא ידוע,0,0,0,0
28/06/2020,04/07/2020,80+,נקבה,5296,1235,76,0
28/06/2020,04/07/2020,80+,זכר,2603,820,48,0
28/06/2020,04/07/2020,NULL,נקבה,851,650,21,0
28/06/2020,04/07/2020,NULL,לא ידוע,192,125,0,0
28/06/2020,04/07/2020,NULL,זכר,1040,713,32,0
05/07/2020,11/07/2020,0-19,נקבה,24384,20818,1091,0
05/07/2020,11/07/2020,0-19,לא ידוע,1456,1366,37,0
05/07/2020,11/07/2020,0-19,זכר,26008,21949,1341,0
05/07/2020,11/07/2020,20-24,לא ידוע,16,0,0,0
05/07/2020,11/07/2020,20-24,זכר,6728,4987,542,0
05/07/2020,11/07/2020,20-24,נקבה,8103,6170,605,0
05/07/2020,11/07/2020,25-29,נקבה,8564,6099,464,0
05/07/2020,11/07/2020,25-29,לא ידוע,0,0,0,0
05/07/2020,11/07/2020,25-29,זכר,6842,5024,470,0
05/07/2020,11/07/2020,30-34,לא ידוע,25,0,0,0
05/07/2020,11/07/2020,30-34,נקבה,8070,5572,317,0
05/07/2020,11/07/2020,30-34,זכר,7029,4930,405,0
05/07/2020,11/07/2020,35-39,זכר,6103,4286,320,0
05/07/2020,11/07/2020,35-39,נקבה,7340,4993,285,0
05/07/2020,11/07/2020,35-39,לא ידוע,20,0,0,0
05/07/2020,11/07/2020,40-44,לא ידוע,30,16,0,0
05/07/2020,11/07/2020,40-44,זכר,5274,3671,286,0
05/07/2020,11/07/2020,40-44,נקבה,6849,4524,288,0
05/07/2020,11/07/2020,45-49,נקבה,6099,3996,287,0
05/07/2020,11/07/2020,45-49,לא ידוע,27,0,0,0
05/07/2020,11/07/2020,45-49,זכר,4570,3169,287,0
05/07/2020,11/07/2020,50-54,לא ידוע,0,0,0,0
05/07/2020,11/07/2020,50-54,נקבה,4961,3117,190,0
05/07/2020,11/07/2020,50-54,זכר,3667,2487,204,0
05/07/2020,11/07/2020,55-59,נקבה,4385,2652,190,0
05/07/2020,11/07/2020,55-59,זכר,3139,2061,164,0
05/07/2020,11/07/2020,55-59,לא ידוע,0,0,0,0
05/07/2020,11/07/2020,60-64,נקבה,3621,2196,144,0
